ds,Holiday,Demand,Temperature
2014-01-03 00:30:00,False,4172.88867,15.6
2014-01-03 01:00:00,False,3887.370492,15.1
2014-01-03 01:30:00,False,3639.630922,14.8
2014-01-03 02:00:00,False,3468.724314,14.7
2014-01-03 02:30:00,False,3318.632694,14.3
2014-01-03 03:00:00,False,3197.791862,14.4
2014-01-03 03:30:00,False,3120.792228,14.3
2014-01-03 04:00:00,False,3080.870692,14.4
2014-01-03 04:30:00,False,3081.647344,14.5
2014-01-03 05:00:00,False,3166.536328,14.7
2014-01-03 05:30:00,False,3264.60289,14.5
2014-01-03 06:00:00,False,3403.592532,14.5
2014-01-03 06:30:00,False,3531.857548,14.7
2014-01-03 07:00:00,False,3729.91518,14.7
2014-01-03 07:30:00,False,3945.293904,14.7
2014-01-03 08:00:00,False,3954.572514,15.4
2014-01-03 08:30:00,False,4069.515578,15.5
2014-01-03 09:00:00,False,4157.680744,16.5
2014-01-03 09:30:00,False,4207.351968,16.9
2014-01-03 10:00:00,False,4262.96167,18.2
2014-01-03 10:30:00,False,4274.787408,18.4
2014-01-03 11:00:00,False,4268.653336,19.8
2014-01-03 11:30:00,False,4290.388342,20.4
2014-01-03 12:00:00,False,4305.064182,21.5
2014-01-03 12:30:00,False,4314.167164,19.8
2014-01-03 13:00:00,False,4322.194496,19.6
2014-01-03 13:30:00,False,4307.992536,19.3
2014-01-03 14:00:00,False,4250.729274,19.7
2014-01-03 14:30:00,False,4215.692714,20.7
2014-01-03 15:00:00,False,4184.53802,20.3
2014-01-03 15:30:00,False,4191.488622,20.2
2014-01-03 16:00:00,False,4227.080108,20.3
2014-01-03 16:30:00,False,4299.348138,19.8
2014-01-03 17:00:00,False,4353.7638,20.2
2014-01-03 17:30:00,False,4386.601166,20.3
2014-01-03 18:00:00,False,4326.492452,20.5
2014-01-03 18:30:00,False,4289.684554,21.4
2014-01-03 19:00:00,False,4216.624104,22.2
2014-01-03 19:30:00,False,4147.053918,21.6
2014-01-03 20:00:00,False,4073.200988,21.6
2014-01-03 20:30:00,False,4077.256448,20.4
2014-01-03 21:00:00,False,4090.937172,20.0
2014-01-03 21:30:00,False,4023.26739,19.8
2014-01-03 22:00:00,False,3868.84334,19.6
2014-01-03 22:30:00,False,3714.1412,18.9
2014-01-03 23:00:00,False,3667.964892,17.5
2014-01-03 23:30:00,False,3666.598254,17.1
2014-01-04 00:00:00,False,3987.423176,16.5
2014-01-04 00:30:00,False,4085.572022,16.1
2014-01-04 01:00:00,False,3774.738898,15.9
2014-01-04 01:30:00,False,3498.125466,15.7
2014-01-04 02:00:00,False,3342.527182,15.2
2014-01-04 02:30:00,False,3222.914528,14.8
2014-01-04 03:00:00,False,3111.715438,14.6
2014-01-04 03:30:00,False,3035.06047,14.2
2014-01-04 04:00:00,False,3008.393994,14.1
2014-01-04 04:30:00,False,2996.982754,14.0
2014-01-04 05:00:00,False,3007.503156,13.7
2014-01-04 05:30:00,False,3038.00873,13.6
2014-01-04 06:00:00,False,3083.77408,13.5
2014-01-04 06:30:00,False,3142.089788,13.5
2014-01-04 07:00:00,False,3274.006876,14.0
2014-01-04 07:30:00,False,3395.256974,14.3
2014-01-04 08:00:00,False,3427.237518,15.1
2014-01-04 08:30:00,False,3540.030054,15.5
2014-01-04 09:00:00,False,3683.40761,15.9
2014-01-04 09:30:00,False,3711.51277,13.7
2014-01-04 10:00:00,False,3717.246072,16.3
2014-01-04 10:30:00,False,3728.827096,17.8
2014-01-04 11:00:00,False,3772.42831,18.4
2014-01-04 11:30:00,False,3800.522306,18.3
2014-01-04 12:00:00,False,3776.413986,19.2
2014-01-04 12:30:00,False,3749.193506,19.7
2014-01-04 13:00:00,False,3751.112734,19.4
2014-01-04 13:30:00,False,3744.484258,17.7
2014-01-04 14:00:00,False,3707.246368,19.1
2014-01-04 14:30:00,False,3721.62092,18.2
2014-01-04 15:00:00,False,3739.25284,19.1
2014-01-04 15:30:00,False,3734.496892,18.6
2014-01-04 16:00:00,False,3770.482812,19.3
2014-01-04 16:30:00,False,3885.234392,20.3
2014-01-04 17:00:00,False,3915.133012,20.0
2014-01-04 17:30:00,False,3959.06357,19.3
2014-01-04 18:00:00,False,3934.501634,18.7
2014-01-04 18:30:00,False,3922.533758,19.1
2014-01-04 19:00:00,False,3898.359968,19.4
2014-01-04 19:30:00,False,3856.20047,19.6
2014-01-04 20:00:00,False,3806.530416,18.0
2014-01-04 20:30:00,False,3852.25942,17.4
2014-01-04 21:00:00,False,3961.912628,17.6
2014-01-04 21:30:00,False,3938.343116,17.1
2014-01-04 22:00:00,False,3829.829584,17.1
2014-01-04 22:30:00,False,3681.507118,16.8
2014-01-04 23:00:00,False,3624.817632,16.6
2014-01-04 23:30:00,False,3651.75037,16.2
2014-01-05 00:00:00,False,3987.042536,15.9
2014-01-05 00:30:00,False,4102.610204,16.0
2014-01-05 01:00:00,False,3820.482476,15.1
2014-01-05 01:30:00,False,3543.886924,14.7
2014-01-05 02:00:00,False,3363.890132,14.4
2014-01-05 02:30:00,False,3202.838248,14.1
2014-01-05 03:00:00,False,3078.8325,13.2
2014-01-05 03:30:00,False,2993.596324,12.9
2014-01-05 04:00:00,False,2947.511162,12.2
2014-01-05 04:30:00,False,2917.880556,11.8
2014-01-05 05:00:00,False,2952.40511,11.6
2014-01-05 05:30:00,False,2959.63373,11.4
2014-01-05 06:00:00,False,2949.767458,11.0
2014-01-05 06:30:00,False,2968.568966,10.9
2014-01-05 07:00:00,False,3099.287838,11.6
2014-01-05 07:30:00,False,3213.91223,13.0
2014-01-05 08:00:00,False,3205.03515,15.8
2014-01-05 08:30:00,False,3267.455682,16.4
2014-01-05 09:00:00,False,3342.887522,16.9
2014-01-05 09:30:00,False,3396.89408,17.3
2014-01-05 10:00:00,False,3481.69289,19.1
2014-01-05 10:30:00,False,3504.468156,20.1
2014-01-05 11:00:00,False,3510.348816,20.5
2014-01-05 11:30:00,False,3521.702136,21.7
2014-01-05 12:00:00,False,3545.954838,22.1
2014-01-05 12:30:00,False,3564.359908,23.1
2014-01-05 13:00:00,False,3560.88508,23.7
2014-01-05 13:30:00,False,3579.818596,25.0
2014-01-05 14:00:00,False,3631.0942,24.9
2014-01-05 14:30:00,False,3679.93117,25.6
2014-01-05 15:00:00,False,3718.098704,25.4
2014-01-05 15:30:00,False,3865.038748,26.1
2014-01-05 16:00:00,False,3942.630122,24.9
2014-01-05 16:30:00,False,3956.604772,15.8
2014-01-05 17:00:00,False,3953.425472,15.3
2014-01-05 17:30:00,False,3952.49837,15.8
2014-01-05 18:00:00,False,3941.403842,17.7
2014-01-05 18:30:00,False,3910.891606,18.9
2014-01-05 19:00:00,False,3870.565038,19.4
2014-01-05 19:30:00,False,3828.2565,19.4
2014-01-05 20:00:00,False,3795.11124,19.4
2014-01-05 20:30:00,False,3830.828576,19.1
2014-01-05 21:00:00,False,3910.689658,18.7
2014-01-05 21:30:00,False,3871.74529,18.4
2014-01-05 22:00:00,False,3762.600692,17.8
2014-01-05 22:30:00,False,3604.366808,17.6
2014-01-05 23:00:00,False,3551.697046,17.0
2014-01-05 23:30:00,False,3571.720902,16.5
2014-01-06 00:00:00,False,3883.774452,16.0
2014-01-06 00:30:00,False,3988.205156,15.6
2014-01-06 01:00:00,False,3719.59613,15.1
2014-01-06 01:30:00,False,3485.067988,14.7
2014-01-06 02:00:00,False,3338.926098,14.2
2014-01-06 02:30:00,False,3202.846404,13.9
2014-01-06 03:00:00,False,3112.355054,14.1
2014-01-06 03:30:00,False,3058.092936,14.1
2014-01-06 04:00:00,False,3039.462354,13.7
2014-01-06 04:30:00,False,3043.254404,13.3
2014-01-06 05:00:00,False,3128.979672,13.1
2014-01-06 05:30:00,False,3273.805898,12.9
2014-01-06 06:00:00,False,3462.907988,13.0
2014-01-06 06:30:00,False,3676.754478,12.9
2014-01-06 07:00:00,False,3984.268732,13.2
2014-01-06 07:30:00,False,4261.157694,13.4
2014-01-06 08:00:00,False,4254.75206,13.6
2014-01-06 08:30:00,False,4359.81022,14.2
2014-01-06 09:00:00,False,4459.59318,15.0
2014-01-06 09:30:00,False,4502.685018,15.8
2014-01-06 10:00:00,False,4516.317564,16.3
2014-01-06 10:30:00,False,4549.417994,17.2
2014-01-06 11:00:00,False,4547.234312,17.5
2014-01-06 11:30:00,False,4542.152438,17.1
2014-01-06 12:00:00,False,4532.854146,17.6
2014-01-06 12:30:00,False,4515.69931,17.9
2014-01-06 13:00:00,False,4480.782342,18.2
2014-01-06 13:30:00,False,4458.821342,18.6
2014-01-06 14:00:00,False,4462.757038,18.3
2014-01-06 14:30:00,False,4451.04178,18.7
2014-01-06 15:00:00,False,4424.849944,18.2
2014-01-06 15:30:00,False,4410.456014,19.4
2014-01-06 16:00:00,False,4433.307636,19.3
2014-01-06 16:30:00,False,4473.63679,19.6
2014-01-06 17:00:00,False,4519.049386,18.8
2014-01-06 17:30:00,False,4559.664836,18.7
2014-01-06 18:00:00,False,4502.69315,18.9
2014-01-06 18:30:00,False,4442.570472,17.9
2014-01-06 19:00:00,False,4333.977432,17.3
2014-01-06 19:30:00,False,4268.983066,16.6
2014-01-06 20:00:00,False,4244.719868,15.8
2014-01-06 20:30:00,False,4274.594694,15.8
2014-01-06 21:00:00,False,4322.921018,15.5
2014-01-06 21:30:00,False,4228.647892,15.2
2014-01-06 22:00:00,False,4055.832796,15.1
2014-01-06 22:30:00,False,3859.925974,15.4
2014-01-06 23:00:00,False,3807.952376,15.4
2014-01-06 23:30:00,False,3783.924306,14.9
2014-01-07 00:00:00,False,4119.27723,15.0
2014-01-07 00:30:00,False,4240.41538,14.8
2014-01-07 01:00:00,False,3962.86957,14.6
2014-01-07 01:30:00,False,3722.311942,14.4
2014-01-07 02:00:00,False,3534.808084,14.7
2014-01-07 02:30:00,False,3394.749116,14.5
2014-01-07 03:00:00,False,3284.59146,14.5
2014-01-07 03:30:00,False,3208.123896,14.3
2014-01-07 04:00:00,False,3196.29653,14.1
2014-01-07 04:30:00,False,3209.987926,14.2
2014-01-07 05:00:00,False,3285.290394,14.3
2014-01-07 05:30:00,False,3434.46111,14.3
2014-01-07 06:00:00,False,3695.167424,14.4
2014-01-07 06:30:00,False,3919.870546,14.6
2014-01-07 07:00:00,False,4204.135826,14.5
2014-01-07 07:30:00,False,4450.945204,15.4
2014-01-07 08:00:00,False,4467.67286,15.2
2014-01-07 08:30:00,False,4551.125076,15.9
2014-01-07 09:00:00,False,4600.629338,15.7
2014-01-07 09:30:00,False,4595.390178,15.9
2014-01-07 10:00:00,False,4567.828508,15.7
2014-01-07 10:30:00,False,4555.404038,15.4
2014-01-07 11:00:00,False,4573.430474,16.1
2014-01-07 11:30:00,False,4557.918282,16.8
2014-01-07 12:00:00,False,4544.444148,17.2
2014-01-07 12:30:00,False,4518.78671,17.8
2014-01-07 13:00:00,False,4494.485692,17.6
2014-01-07 13:30:00,False,4459.28875,17.8
2014-01-07 14:00:00,False,4440.49601,18.1
2014-01-07 14:30:00,False,4442.752276,19.4
2014-01-07 15:00:00,False,4423.116558,19.6
2014-01-07 15:30:00,False,4425.522028,19.6
2014-01-07 16:00:00,False,4450.494496,19.8
2014-01-07 16:30:00,False,4520.797652,20.0
2014-01-07 17:00:00,False,4569.899516,19.3
2014-01-07 17:30:00,False,4587.551608,19.4
2014-01-07 18:00:00,False,4494.593026,19.6
2014-01-07 18:30:00,False,4437.26234,19.5
2014-01-07 19:00:00,False,4365.532744,18.7
2014-01-07 19:30:00,False,4309.702482,17.1
2014-01-07 20:00:00,False,4257.904652,16.7
2014-01-07 20:30:00,False,4281.547212,16.1
2014-01-07 21:00:00,False,4324.25664,15.7
2014-01-07 21:30:00,False,4268.71692,15.4
2014-01-07 22:00:00,False,4121.007508,15.0
2014-01-07 22:30:00,False,3946.553642,14.8
2014-01-07 23:00:00,False,3877.289074,14.5
2014-01-07 23:30:00,False,3875.75853,14.3
2014-01-08 00:00:00,False,4214.003682,14.1
2014-01-08 00:30:00,False,4278.116018,13.8
2014-01-08 01:00:00,False,3996.75715,13.4
2014-01-08 01:30:00,False,3770.036462,13.2
2014-01-08 02:00:00,False,3595.81178,13.0
2014-01-08 02:30:00,False,3444.195172,12.9
2014-01-08 03:00:00,False,3341.720232,12.7
2014-01-08 03:30:00,False,3270.71287,12.6
2014-01-08 04:00:00,False,3244.656878,12.6
2014-01-08 04:30:00,False,3259.353282,12.3
2014-01-08 05:00:00,False,3327.696022,12.4
2014-01-08 05:30:00,False,3445.874032,12.3
2014-01-08 06:00:00,False,3676.55763,12.3
2014-01-08 06:30:00,False,3891.809998,12.0
2014-01-08 07:00:00,False,4207.981824,11.9
2014-01-08 07:30:00,False,4461.025276,12.0
2014-01-08 08:00:00,False,4424.698846,13.7
2014-01-08 08:30:00,False,4505.592792,14.6
2014-01-08 09:00:00,False,4538.734454,15.3
2014-01-08 09:30:00,False,4519.545234,16.4
2014-01-08 10:00:00,False,4525.08995,17.3
2014-01-08 10:30:00,False,4546.690278,18.2
2014-01-08 11:00:00,False,4562.070052,18.8
2014-01-08 11:30:00,False,4616.375476,20.1
2014-01-08 12:00:00,False,4654.653738,21.5
2014-01-08 12:30:00,False,4664.605538,22.8
2014-01-08 13:00:00,False,4682.88284,23.3
2014-01-08 13:30:00,False,4699.736102,24.4
2014-01-08 14:00:00,False,4729.884604,23.5
2014-01-08 14:30:00,False,4765.00146,23.4
2014-01-08 15:00:00,False,4798.142122,24.4
2014-01-08 15:30:00,False,4839.597694,25.5
2014-01-08 16:00:00,False,4913.926398,27.4
2014-01-08 16:30:00,False,4985.39048,26.3
2014-01-08 17:00:00,False,5002.609398,26.1
2014-01-08 17:30:00,False,4985.620712,26.1
2014-01-08 18:00:00,False,4850.582828,25.5
2014-01-08 18:30:00,False,4744.616946,24.8
2014-01-08 19:00:00,False,4595.458876,23.8
2014-01-08 19:30:00,False,4484.717276,22.7
2014-01-08 20:00:00,False,4367.721222,21.8
2014-01-08 20:30:00,False,4336.002376,20.8
2014-01-08 21:00:00,False,4402.506314,20.2
2014-01-08 21:30:00,False,4337.673298,19.5
2014-01-08 22:00:00,False,4147.888722,19.1
2014-01-08 22:30:00,False,3945.394506,18.7
2014-01-08 23:00:00,False,3868.934226,18.4
2014-01-08 23:30:00,False,3870.213776,18.1
2014-01-09 00:00:00,False,4205.585382,17.8
2014-01-09 00:30:00,False,4285.196792,17.1
2014-01-09 01:00:00,False,3973.774928,17.3
2014-01-09 01:30:00,False,3721.904564,16.9
2014-01-09 02:00:00,False,3575.277122,16.5
2014-01-09 02:30:00,False,3442.18984,16.3
2014-01-09 03:00:00,False,3341.21706,15.7
2014-01-09 03:30:00,False,3262.791734,15.4
2014-01-09 04:00:00,False,3248.068566,15.1
2014-01-09 04:30:00,False,3267.035096,15.0
2014-01-09 05:00:00,False,3353.540822,14.4
2014-01-09 05:30:00,False,3484.024886,14.4
2014-01-09 06:00:00,False,3699.498644,14.4
2014-01-09 06:30:00,False,3918.051084,14.7
2014-01-09 07:00:00,False,4223.170052,15.0
2014-01-09 07:30:00,False,4503.683824,15.3
2014-01-09 08:00:00,False,4538.660268,16.3
2014-01-09 08:30:00,False,4671.97676,17.8
2014-01-09 09:00:00,False,4768.833282,18.3
2014-01-09 09:30:00,False,4818.014722,19.4
2014-01-09 10:00:00,False,4877.36794,20.2
2014-01-09 10:30:00,False,4938.950334,21.5
2014-01-09 11:00:00,False,5007.33693,23.5
2014-01-09 11:30:00,False,5073.37337,25.0
2014-01-09 12:00:00,False,5162.103334,27.1
2014-01-09 12:30:00,False,5246.633834,28.3
2014-01-09 13:00:00,False,5318.813716,27.9
2014-01-09 13:30:00,False,5397.448126,28.9
2014-01-09 14:00:00,False,5500.591726,29.8
2014-01-09 14:30:00,False,5575.39676,31.7
2014-01-09 15:00:00,False,5661.471578,30.8
2014-01-09 15:30:00,False,5754.91,30.6
2014-01-09 16:00:00,False,5849.43657,32.0
2014-01-09 16:30:00,False,5927.33732,32.4
2014-01-09 17:00:00,False,5963.749442,31.9
2014-01-09 17:30:00,False,5969.137482,31.6
2014-01-09 18:00:00,False,5857.575968,31.1
2014-01-09 18:30:00,False,5776.994666,30.2
2014-01-09 19:00:00,False,5628.821762,30.1
2014-01-09 19:30:00,False,5513.809324,29.4
2014-01-09 20:00:00,False,5370.216308,29.0
2014-01-09 20:30:00,False,5271.710192,28.7
2014-01-09 21:00:00,False,5219.583202,28.1
2014-01-09 21:30:00,False,5062.725122,27.6
2014-01-09 22:00:00,False,4824.738738,26.1
2014-01-09 22:30:00,False,4546.728926,25.8
2014-01-09 23:00:00,False,4398.900452,24.8
2014-01-09 23:30:00,False,4335.299712,24.6
2014-01-10 00:00:00,False,4607.38826,25.0
2014-01-10 00:30:00,False,4627.939872,24.7
2014-01-10 01:00:00,False,4284.699262,24.1
2014-01-10 01:30:00,False,4032.197088,24.0
2014-01-10 02:00:00,False,3846.606852,23.9
2014-01-10 02:30:00,False,3695.61914,23.8
2014-01-10 03:00:00,False,3590.796732,23.6
2014-01-10 03:30:00,False,3519.998438,23.4
2014-01-10 04:00:00,False,3491.261962,23.2
2014-01-10 04:30:00,False,3502.045154,22.7
2014-01-10 05:00:00,False,3575.56968,22.3
2014-01-10 05:30:00,False,3716.905066,22.1
2014-01-10 06:00:00,False,3933.689832,21.8
2014-01-10 06:30:00,False,4173.211714,21.7
2014-01-10 07:00:00,False,4525.142142,22.1
2014-01-10 07:30:00,False,4849.164178,22.6
2014-01-10 08:00:00,False,4958.596898,23.9
2014-01-10 08:30:00,False,5145.765748,24.2
2014-01-10 09:00:00,False,5289.341778,24.8
2014-01-10 09:30:00,False,5394.818584,25.5
2014-01-10 10:00:00,False,5525.025436,27.0
2014-01-10 10:30:00,False,5646.458126,27.2
2014-01-10 11:00:00,False,5756.06863,27.7
2014-01-10 11:30:00,False,5859.969376,28.4
2014-01-10 12:00:00,False,5972.207604,29.1
2014-01-10 12:30:00,False,6104.625858,30.4
2014-01-10 13:00:00,False,6228.931868,30.8
2014-01-10 13:30:00,False,6362.414414,31.7
2014-01-10 14:00:00,False,6471.76084,31.3
2014-01-10 14:30:00,False,6625.164924,32.5
2014-01-10 15:00:00,False,6736.274046,33.2
2014-01-10 15:30:00,False,6837.513708,32.7
2014-01-10 16:00:00,False,6943.774802,32.9
2014-01-10 16:30:00,False,7019.610498,33.4
2014-01-10 17:00:00,False,7037.339106,33.9
2014-01-10 17:30:00,False,7031.995738,34.0
2014-01-10 18:00:00,False,6901.768624,33.9
2014-01-10 18:30:00,False,6808.80808,33.8
2014-01-10 19:00:00,False,6654.71591,33.5
2014-01-10 19:30:00,False,6467.185502,33.0
2014-01-10 20:00:00,False,6259.357228,32.7
2014-01-10 20:30:00,False,6103.52907,32.3
2014-01-10 21:00:00,False,6001.258294,31.7
2014-01-10 21:30:00,False,5796.17259,31.3
2014-01-10 22:00:00,False,5469.918952,30.9
2014-01-10 22:30:00,False,5138.630498,25.7
2014-01-10 23:00:00,False,4872.204062,24.2
2014-01-10 23:30:00,False,4717.181052,23.6
2014-01-11 00:00:00,False,4903.454734,23.3
2014-01-11 00:30:00,False,4819.637018,22.5
2014-01-11 01:00:00,False,4414.06842,22.4
2014-01-11 01:30:00,False,4114.232072,22.2
2014-01-11 02:00:00,False,3897.225486,21.4
2014-01-11 02:30:00,False,3742.516822,21.1
2014-01-11 03:00:00,False,3636.62612,20.6
2014-01-11 03:30:00,False,3538.485914,20.4
2014-01-11 04:00:00,False,3491.921756,20.1
2014-01-11 04:30:00,False,3470.815618,19.6
2014-01-11 05:00:00,False,3490.971626,19.0
2014-01-11 05:30:00,False,3536.039768,18.7
2014-01-11 06:00:00,False,3613.915282,18.4
2014-01-11 06:30:00,False,3650.390516,18.2
2014-01-11 07:00:00,False,3768.528998,18.2
2014-01-11 07:30:00,False,3945.972682,18.0
2014-01-11 08:00:00,False,4045.497534,18.2
2014-01-11 08:30:00,False,4185.7708,18.2
2014-01-11 09:00:00,False,4339.755166,18.2
2014-01-11 09:30:00,False,4410.654996,18.1
2014-01-11 10:00:00,False,4461.122906,18.1
2014-01-11 10:30:00,False,4463.350828,17.9
2014-01-11 11:00:00,False,4460.591624,17.7
2014-01-11 11:30:00,False,4459.101102,17.7
2014-01-11 12:00:00,False,4433.899532,18.3
2014-01-11 12:30:00,False,4410.503308,18.2
2014-01-11 13:00:00,False,4401.375056,19.4
2014-01-11 13:30:00,False,4395.034088,20.0
2014-01-11 14:00:00,False,4397.636714,20.0
2014-01-11 14:30:00,False,4416.346532,21.5
2014-01-11 15:00:00,False,4455.399564,21.7
2014-01-11 15:30:00,False,4505.141714,21.9
2014-01-11 16:00:00,False,4568.526494,21.0
2014-01-11 16:30:00,False,4672.497854,22.0
2014-01-11 17:00:00,False,4707.25655,21.3
2014-01-11 17:30:00,False,4756.069496,21.9
2014-01-11 18:00:00,False,4752.018162,21.1
2014-01-11 18:30:00,False,4717.903258,20.5
2014-01-11 19:00:00,False,4631.701446,19.5
2014-01-11 19:30:00,False,4511.321396,19.3
2014-01-11 20:00:00,False,4407.144386,18.8
2014-01-11 20:30:00,False,4362.319272,18.0
2014-01-11 21:00:00,False,4371.902282,17.9
2014-01-11 21:30:00,False,4273.930464,17.9
2014-01-11 22:00:00,False,4147.613724,17.9
2014-01-11 22:30:00,False,3990.892786,17.3
2014-01-11 23:00:00,False,3931.817914,17.5
2014-01-11 23:30:00,False,3947.739646,17.6
2014-01-12 00:00:00,False,4232.236816,17.5
2014-01-12 00:30:00,False,4261.224418,17.6
2014-01-12 01:00:00,False,3959.142034,17.6
2014-01-12 01:30:00,False,3683.537886,17.7
2014-01-12 02:00:00,False,3487.044176,17.4
2014-01-12 02:30:00,False,3345.8326,17.4
2014-01-12 03:00:00,False,3260.516062,17.2
2014-01-12 03:30:00,False,3180.475096,17.1
2014-01-12 04:00:00,False,3134.579888,16.7
2014-01-12 04:30:00,False,3112.445376,16.9
2014-01-12 05:00:00,False,3122.50293,17.0
2014-01-12 05:30:00,False,3141.865962,17.0
2014-01-12 06:00:00,False,3170.661404,16.9
2014-01-12 06:30:00,False,3191.867626,16.9
2014-01-12 07:00:00,False,3276.81794,17.1
2014-01-12 07:30:00,False,3397.866364,17.3
2014-01-12 08:00:00,False,3414.380098,17.4
2014-01-12 08:30:00,False,3523.971406,17.3
2014-01-12 09:00:00,False,3634.151314,17.8
2014-01-12 09:30:00,False,3702.250286,17.5
2014-01-12 10:00:00,False,3774.305562,17.8
2014-01-12 10:30:00,False,3801.123804,17.8
2014-01-12 11:00:00,False,3828.092832,18.3
2014-01-12 11:30:00,False,3839.594686,18.5
2014-01-12 12:00:00,False,3869.644538,19.4
2014-01-12 12:30:00,False,3918.263716,19.2
2014-01-12 13:00:00,False,3946.460492,20.1
2014-01-12 13:30:00,False,3982.324776,20.3
2014-01-12 14:00:00,False,4062.92968,20.7
2014-01-12 14:30:00,False,4155.750468,21.4
